CVE-2006-0743,2022-05-01T06:42:27Z,"Apache log4net format string vulnerability causes DoS",log4net,0,1.2.10,MODERATE,CWE-134
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.tvossimulator-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.browser-wasm",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.browser-wasm.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.linux-arm64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.linux-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.linux-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.linux-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.osx-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.osx-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.linux-arm64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.linux-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.linux-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.linux-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.osx-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.LLVM.osx-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-arm",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-arm.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-arm.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-arm.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-arm64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-arm64.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-x64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-x64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-x64.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-x86.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-x86.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.android-x86.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.browser-wasm",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.browser-wasm.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.browser-wasm.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.browser-wasm.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.ios-arm",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.ios-arm.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.ios-arm.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.ios-arm.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.ios-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.ios-arm64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.ios-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.ios-arm64.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-x86.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-x86.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.iossimulator-x86.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.linux-arm",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.linux-arm",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.linux-arm64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.linux-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.linux-musl-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.linux-musl-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.linux-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.linux-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.osx-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.osx-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.osx-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvos-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvos-arm64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvos-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvos-arm64.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvossimulator-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvossimulator-arm64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvossimulator-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvossimulator-arm64.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvossimulator-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvossimulator-x64.Msi.arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvossimulator-x64.Msi.x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.tvossimulator-x64.Msi.x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.win-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.Mono.win-x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-arm",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-arm",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-arm",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-arm64",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-arm64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-musl-arm",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-musl-arm",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-musl-arm64",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-musl-arm64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-musl-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-musl-x64",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-musl-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-musl-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-x64",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.linux-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.osx-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.osx-x64",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.osx-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.osx-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm64",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-arm64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x64",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x64",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x64",6.0.0,6.0.3,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x86",3.0.0,3.1.23,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x86",5.0.0,5.0.15,MODERATE,
CVE-2022-24512,2022-10-18T21:46:08Z,".NET Remote Code Execution Vulnerability","Microsoft.NETCore.App.Runtime.win-x86",6.0.0,6.0.3,MODERATE,
CVE-2022-24785,2022-04-04T21:25:48Z,"Path Traversal: 'dir/../../filename' in moment.locale",Moment.js,0,2.29.2,HIGH,CWE-22;CWE-27
CVE-2022-24789,2022-03-30T00:00:31Z,"Server side request forgery in C1 CMS",C1CMS.Assemblies,0,6.12.8122.18346,HIGH,CWE-918
CVE-2022-24849,2022-04-22T20:39:47Z,"Exposure of Sensitive Information to an Unauthorized Actor in DisCatSharp",DisCatSharp,9.8.5,9.9.1,MODERATE,CWE-200
CVE-2022-26907,2022-04-16T00:00:28Z,"Azure SDK for .NET Information Disclosure Vulnerability.","Microsoft.Rest.ClientRuntime",0,2.3.24,MODERATE,CWE-532
CVE-2022-26924,2022-04-22T20:23:44Z,"YARP Denial of Service Vulnerability",Yarp.ReverseProxy,0,1.0.1,HIGH,
CVE-2022-26924,2022-04-22T20:23:44Z,"YARP Denial of Service Vulnerability",Yarp.ReverseProxy,1.1.0-rc.1.22152.1,1.1.0-rc.1.22211.2,HIGH,
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",5.0.0,5.0.17,HIGH,CWE-400
